SiteId,Type,Journal Name,Entry Id,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Discovered By,Discovered By,Discovered By,Discovered By,Discovered By
785,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE XX-O B24-1,690.09375,-372.6875,-536.03125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 2,,Icy body,0.2500260064,10305,232,Major Water Geysers,0.778055013,0.7762538882,0.195201,Molan Ryke,Molan Ryke,,,
786,Roseum Brain Tree,codex_ent_seed,2100201,NGC 2451A SECTOR KS-T B3-0,675.84375,-120.0625,-280.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 1,,High metal content world,0.1491925353,53760,461,Major Rocky Magma,1.924159071,1.924159614,0.0004,Derek Poulter,Derek Poulter,,,
787,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SYNUEFE YV-I C11-1,666,-434.4375,-555.59375,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,3,,High metal content world,1.21486764,62,659,Minor Silicate Vapour Geysers,17.00864149,-17.02109664,0.000002,Molan Ryke,Molan Ryke,,,
788,Roseum Brain Tree,codex_ent_seed,2100201,NGC 2451A SECTOR JB-X B1-4,791.96875,-136.71875,-323.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, D 1,,High metal content world,0.0925985223,2919,354,Major Silicate Vapour Geysers,0.8317458767,0.831746148,0.000663,Derek Poulter,Derek Poulter,,,
789,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE AN-H D11-101,432.625,-129.28125,-90.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 1 C,,Rocky body,0.09448292287,1699,201,Major Silicate Vapour Geysers,0.4192240849,0.5948687518,0.01796,Derek Poulter,Derek Poulter,,,
790,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE AN-H D11-101,432.625,-129.28125,-90.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 1 B,,Rocky body,0.09636167448,1697,206,Minor Silicate Vapour Geysers,1.356702745,1.356722005,0.00167,Derek Poulter,Derek Poulter,,,
791,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE AN-H D11-101,432.625,-129.28125,-90.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 1 A,,Rocky body,0.1010357793,1698,210,Major Silicate Vapour Geysers,0.7681898329,0.7682006836,0.000086,Derek Poulter,Derek Poulter,,,
792,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE AN-H D11-101,432.625,-129.28125,-90.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 1 D,,Rocky body,0.09406497535,1699,201,Major Silicate Vapour Geysers,0.4192240849,0.5908959961,0.01796,Derek Poulter,Derek Poulter,,,
793,Roseum Brain Tree,codex_ent_seed,2100201,IC 2391 SECTOR HG-X B1-8,603.9375,-104.15625,-61.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 3,,High metal content world,0.2020088471,19246,291,Major Silicate Vapour Geysers,0.6394747162,0.8733727896,0.149719,LordTyvin,LordTyvin,,,
794,Roseum Brain Tree,codex_ent_seed,2100201,IC 2391 SECTOR HG-X B1-8,603.9375,-104.15625,-61.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 2,,High metal content world,0.2123446327,19256,291,Metallic Magma,0.6394747162,0.9388845902,0.149719,LordTyvin,LordTyvin,,,
795,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 36823,640.4375,-143.90625,-118.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 1 A,,Rocky body,0.09273657145,946,440,Minor Metallic Magma,1.276434158,1.276437376,0.000879,LordTyvin,LordTyvin,,,
796,Roseum Brain Tree,codex_ent_seed,2100201,PRAEA EUQ VH-V D2-46,1189.71875,244.0625,483.4375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 4 C A,,Rocky body,0.05994299852,2527,246,Major Silicate Vapour Geysers,0.2865107784,0.295288945,,Smootherson,Smootherson,,,
797,Roseum Brain Tree,codex_ent_seed,2100201,HIP 36823,640.4375,-143.90625,-118.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 3 C,,Rocky body,0.08984885485,1320,340,Metallic Magma,0.6221133664,1.141157301,0.182195,LordTyvin,LordTyvin,,,
798,Roseum Brain Tree,codex_ent_seed,2100201,HIP 36823,640.4375,-143.90625,-118.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 3 D,,Rocky body,0.06711963991,1320,340,Major Silicate Vapour Geysers,0.6221133664,0.7420847158,0.182195,LordTyvin,LordTyvin,,,
799,Roseum Brain Tree,codex_ent_seed,2100201,HIP 36823,640.4375,-143.90625,-118.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 3 E,,Rocky body,0.07153429021,1328,338,Minor Silicate Vapour Geysers,1.032419613,1.48841468,0.049914,LordTyvin,LordTyvin,,,
800,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 36823,640.4375,-143.90625,-118.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 3 F,,Rocky body,0.06976961876,1328,338,Minor Silicate Vapour Geysers,1.032419613,1.433270163,0.049914,LordTyvin,LordTyvin,,,
801,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE EN-H D11-106,785.15625,-167.0625,-75.46875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 A,,Rocky body,0.1635983255,1590,215,Minor Metallic Magma,1.255044231,1.25505124,0.001401,helaeon,helaeon,,,
802,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE EN-H D11-106,785.15625,-167.0625,-75.46875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 A,,Rocky body,0.1635983255,1590,215,Minor Metallic Magma,1.255044231,1.25505124,0.001401,helaeon,helaeon,,,
803,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE EN-H D11-106,785.15625,-167.0625,-75.46875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 6 A,9,Rocky body,0.1349642452,1594,223,Major Silicate Vapour Geysers,0.856996238,0.8570051465,0.009056,helaeon,helaeon,,,
804,Roseum Brain Tree,codex_ent_seed,2100201,CLOOKEOU RF-D D13-84,-765.90625,-468.90625,12932.0625,Norma Expanse,Norma Expanse,A (Blue-White) Star, 2 A,,Rocky body,0.2750745316,1534,212,Minor Silicate Vapour Geysers,1.383843768,1.383851183,0.000003,Scotty Ryke,Scotty Ryke,,,
805,Roseum Brain Tree,codex_ent_seed,2100201,HIP 38064,1152.9375,-60.6875,-478.25,Inner Orion Spur,Inner Orion Spur,O (Blue-White) Star, 12 B A,,Rocky body,0.169800279,3836,280,Minor Metallic Magma,1.293936468,1.300105871,,CodexNecro81,CodexNecro81,,,
806,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SYNUEFE ZM-H D11-91,356.9375,-152.96875,-80.71875,Inner Orion Spur,Inner Orion Spur,F (White) Star,3,,High metal content world,0.9821894082,115,614,Minor Rocky Magma,37.38514468,37.3948206,0.000501,Valcor_,Valcor_,,,
807,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SYNUEFE ZM-H D11-91,356.9375,-152.96875,-80.71875,Inner Orion Spur,Inner Orion Spur,F (White) Star,3,,High metal content world,0.9821894082,115,614,Minor Rocky Magma,37.38514468,37.3948206,0.000501,Valcor_,Valcor_,,,
808,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE CY-G B44-5,775.65625,-60.40625,-121.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 2,,High metal content world,0.1553760239,283,441,Rocky Magma,2.070745804,2.019971969,0.001114,g1t,g1t,,,
809,Roseum Brain Tree,codex_ent_seed,2100201,BLAA HYPAI CZ-D C13-0,1229.28125,-711.4375,12309.15625,Norma Expanse,Norma Expanse,G (White-Yellow) Star, 8 C,,Rocky body,0.111777685,1860,205,Major Silicate Vapour Geysers,0.4364210836,0.6059838173,0.129191,Smootherson,Smootherson,,,
810,Roseum Brain Tree,codex_ent_seed,2100201,CHI HYDRAE,595.96875,345.96875,68.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, A 8 B A,,Rocky body,0.08108870771,2434,486,Major Silicate Vapour Geysers,0.3379486762,0.348162141,,LordTyvin,LordTyvin,,,
811,Lividum Brain Tree,codex_ent_seedefgh,2100205,CHI HYDRAE,595.96875,345.96875,68.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, A 8 B A,,Rocky body,0.08108870771,2434,486,Major Silicate Vapour Geysers,0.3379486762,0.348162141,,LordTyvin,LordTyvin,,,
812,Roseum Brain Tree,codex_ent_seed,2100201,CHI HYDRAE,595.96875,345.96875,68.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, A 9 A,,Rocky body,0.1775498212,3516,449,Major Silicate Vapour Geysers,0.8441185619,0.8441229926,0.000656,LordTyvin,LordTyvin,,,
813,Lividum Brain Tree,codex_ent_seedefgh,2100205,CHI HYDRAE,595.96875,345.96875,68.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, A 9 B,,Rocky body,0.1763089988,3516,441,Minor Metallic Magma,1.288678747,1.288685529,0.003686,LordTyvin,LordTyvin,,,
814,Lividum Brain Tree,codex_ent_seedefgh,2100205,CHI HYDRAE,595.96875,345.96875,68.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, A 10 A,,Rocky body,0.2640392582,3481,494,Metallic Magma,0.9678474031,0.9678523763,0.001316,LordTyvin,LordTyvin,,,
815,Roseum Brain Tree,codex_ent_seed,2100201,CHI HYDRAE,595.96875,345.96875,68.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, A 10 C A,,Rocky body,0.06707839639,3480,453,Major Silicate Vapour Geysers,0.2589964238,0.2609657796,,LordTyvin,LordTyvin,,,
816,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE SK-K C10-13,-767.875,-490.4375,13482.34375,Norma Expanse,Norma Expanse,G (White-Yellow) Star, B 3,,High metal content world,0.8175089841,257180,658,Minor Rocky Magma,2.324042788,2.325816876,0.000012,Scotty Ryke,Scotty Ryke,,,
817,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE SK-K C10-49,-765.5,-483.25,13457.71875,Norma Expanse,Norma Expanse,G (White-Yellow) Star, B 1,,High metal content world,1.107146841,39628,857,Minor Metallic Magma,1.584098669,1.587955548,0.000002,Scotty Ryke,Scotty Ryke,,,
818,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE SK-K C10-49,-765.5,-483.25,13457.71875,Norma Expanse,Norma Expanse,G (White-Yellow) Star, B 1,,High metal content world,1.107146841,39628,857,Minor Metallic Magma,1.584098669,1.587955548,0.000002,Scotty Ryke,Scotty Ryke,,,
819,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE DW-U D3-33,-756.75,-472.75,13344.84375,Norma Expanse,Norma Expanse,F (White) Star, D 1,,Metal-rich body,0.1775961605,167068,1598,Major Metallic Magma,1.017113987,1.017114077,0.002057,Scotty Ryke,Scotty Ryke,,,
820,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE YP-W D2-92,-794.53125,-483.53125,13313,Norma Expanse,Norma Expanse,F (White) Star, 2 A,,Rocky body,0.1221544612,1422,298,Minor Silicate Vapour Geysers,1.380938856,1.38094401,0.007717,Scotty Ryke,Scotty Ryke,,,
821,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE YP-W D2-92,-794.53125,-483.53125,13313,Norma Expanse,Norma Expanse,F (White) Star, 2 A,,Rocky body,0.1221544612,1422,298,Minor Silicate Vapour Geysers,1.380938856,1.38094401,0.007717,Scotty Ryke,Scotty Ryke,,,
822,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE YP-W D2-92,-794.53125,-483.53125,13313,Norma Expanse,Norma Expanse,F (White) Star, 4 C A,,Rocky body,0.07940616541,2352,200,Major Silicate Vapour Geysers,0.2998492884,0.3062212231,,Scotty Ryke,Scotty Ryke,,,
823,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE BW-U D3-133,-897.65625,-482.90625,13335.09375,Norma Expanse,Norma Expanse,F (White) Star,7,,High metal content world,1.230342727,1261,205,Minor Silicate Vapour Geysers,1274.924444,0.6506406431,0.001198,Scotty Ryke,Scotty Ryke,,,
824,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE BW-U D3-36,-926.375,-498.875,13352.84375,Norma Expanse,Norma Expanse,G (White-Yellow) Star, 1 B,,Rocky body,0.1370025532,966,200,Minor Rocky Magma,2.105028754,2.105080838,0.001347,Scotty Ryke,Scotty Ryke,,,
825,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE DR-U D3-134,-938.34375,-523.4375,13383.9375,Norma Expanse,Norma Expanse,F (White) Star, 2 D,,Rocky body,0.1142644618,1320,236,Metallic Magma,0.5719882541,1.029930013,0.040649,Scotty Ryke,Scotty Ryke,,,
826,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE DR-U D3-134,-938.34375,-523.4375,13383.9375,Norma Expanse,Norma Expanse,F (White) Star, 2 D,,Rocky body,0.1142644618,1320,236,Metallic Magma,0.5719882541,1.029930013,0.040649,Scotty Ryke,Scotty Ryke,,,
827,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE AH-R C6-17,-939.25,-514.1875,13334.875,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, 3 A,,Rocky body,0.1313896887,949,242,Minor Metallic Magma,1.313429452,1.313442021,0.000405,Scotty Ryke,Scotty Ryke,,,
828,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SYNUEFE AA-P C22-7,420.75,-172.78125,-75.0625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,3,,High metal content world,1.182082305,63,703,Minor Metallic Magma,1.387670175,1.944696904,0.003065,Derek Poulter,Derek Poulter,,,
829,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SYNUEFE AA-P C22-7,420.75,-172.78125,-75.0625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,2,,High metal content world,1.199984967,63,703,Minor Metallic Magma,1.387670175,1.980723018,0.003065,Derek Poulter,Derek Poulter,,,
830,Roseum Brain Tree,codex_ent_seed,2100201,KAPPA-1 VOLANTIS,396.90625,-142.5625,106.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, B 5 A,,Rocky body,0.2307605024,3244,438,Metallic Magma,1.031811694,1.03181527,0.005617,Leo Jaleo,Leo Jaleo,,,
831,Roseum Brain Tree,codex_ent_seed,2100201,IC 2391 SECTOR HG-X B1-8,603.9375,-104.15625,-61.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 2,,High metal content world,0.2123446327,19256,291,Metallic Magma,0.6394747162,0.9388845902,0.149719,OneRik,OneRik,,,
832,Roseum Brain Tree,codex_ent_seed,2100201,COL 173 SECTOR RU-O D6-33,909.1875,-186.78125,-138.3125,Inner Orion Spur,Inner Orion Spur,F (White) Star, 1 A,,Rocky body,0.2451117307,848,336,Major Silicate Vapour Geysers,0.8125231843,0.7682957672,0.000054,g1t,g1t,,,
833,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,GRAEA HYPUE BW-U D3-9,-916.875,-486.1875,13379.40625,Norma Expanse,Norma Expanse,F (White) Star, A 1 A,,Rocky body,0.07853724408,379,436,Minor Silicate Vapour Geysers,1.391188241,1.39128644,0.000105,Scotty Ryke,Scotty Ryke,,,
834,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE AA-A H38,-759.125,-673.46875,13423.09375,Norma Expanse,Norma Expanse,G (White-Yellow) Star, 2 A,,Rocky body,0.1129795475,622,241,Metallic Magma,0.9563879847,0.956408601,0.000083,Scotty Ryke,Scotty Ryke,,,
835,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE GX-S D4-157,-1007,-579.1875,13427.28125,Norma Expanse,Norma Expanse,F (White) Star, B 2 A,,Rocky body,0.1087300882,5943,471,Major Silicate Vapour Geysers,0.7227447284,0.7317635543,,Scotty Ryke,Scotty Ryke,,,
836,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE GX-S D4-157,-1007,-579.1875,13427.28125,Norma Expanse,Norma Expanse,F (White) Star, B 2 A,,Rocky body,0.1087300882,5943,471,Major Silicate Vapour Geysers,0.7227447284,0.7317635543,,Scotty Ryke,Scotty Ryke,,,
837,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE WE-Y D1-203,-807.84375,-509.03125,13199.46875,Norma Expanse,Norma Expanse,A (Blue-White) Star,2,,High metal content world,1.0053684,213,564,Major Rocky Magma,77.95302083,77.95674769,0.000003,Crimshadow,Crimshadow,,,
838,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE WE-Y D1-202,-824.40625,-505.28125,13252,Norma Expanse,Norma Expanse,G (White-Yellow) Star,4,,High metal content world,0.9184305608,165,452,Rocky Magma,67.40711806,67.42902199,0.000206,Crimshadow,Crimshadow,,,
839,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE WE-Y D1-202,-824.40625,-505.28125,13252,Norma Expanse,Norma Expanse,G (White-Yellow) Star,4,,High metal content world,0.9184305608,165,452,Rocky Magma,67.40711806,67.42902199,0.000206,Crimshadow,Crimshadow,,,
840,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE YP-W D2-100,-828.875,-502.53125,13260.0625,Norma Expanse,Norma Expanse,A (Blue-White) Star, 1 B A,,Rocky body,0.0442745633,1434,367,Major Silicate Vapour Geysers,0.1949656169,0.1966161883,,Crimshadow,Crimshadow,,,
841,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE YP-W D2-301,-836.5,-500.625,13261.5,Norma Expanse,Norma Expanse,A (Blue-White) Star, 1 B,,Rocky body,0.0818449089,1656,280,Major Silicate Vapour Geysers,0.3648514133,0.522718325,0.146634,Crimshadow,Crimshadow,,,
842,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE YP-W D2-302,-844.09375,-500.9375,13260.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star, A 1,,High metal content world,1.105756358,206,602,Major Rocky Magma,78.74951968,78.7504919,0.000173,Crimshadow,Crimshadow,,,
843,Roseum Brain Tree,codex_ent_seed,2100201,HD 63154,979.46875,-207.40625,-131.59375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, B 3 A,,Rocky body,0.1578584344,145947,290,Minor Metallic Magma,1.204765436,1.204775614,0.014839,Jacques d'Orleans,Jacques d'Orleans,,,
844,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
845,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
846,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
847,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
848,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
849,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
850,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
851,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
852,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 1 A,,Rocky body,0.06373185035,326,246,Minor Metallic Magma,1.194461806,1.194468587,0.000493,Dave Hedgehog,Dave Hedgehog,,,
853,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
854,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
855,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
856,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
857,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
858,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
859,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
860,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
861,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
862,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
863,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,SWOILZ QE-T C6-13,757.375,-123.78125,505.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 2 A,,Rocky body,0.1104297492,434,214,Minor Metallic Magma,1.41695837,1.316931424,0.0001,Dave Hedgehog,Dave Hedgehog,,,
